问题,答案,参考,us3路径
禾迈股份2024年第三季度期间费用率及主要费用率表现如何？,2024年第三季度禾迈股份期间费用率为43.0%，同比增加6.9个百分点，环比增加19.6个百分点。销售费用率、管理费用率、研发费用率、财务费用率分别为15.9%、13.7%、21.8%、-8.4%。,24Q3公司期间费用率达43.0%，同比+6.9pct，环比+19.6pct。24Q3公司销售费用率、管理费用率、研发费用率、财务费用率分别为15.9%、13.7%、21.8%、-8.4%。,pdf/2024-12-12/email_c33eb795-38f9-53fa-a96d-37075e2e6eac.md
2024年前三季度人福医药归属于母公司净利润同比变化及原因是什么？,2024年Q1-3人福医药归母净利润为15.90亿元，同比下降10.12%，主要由于财务费用增加、汇兑损失影响整体利润。,公司披露2024年三季报，24Q1-3收入191.43亿元（+5.70%），归母净利润15.90 亿元（-10.12%）......前三季度财务费用3.27亿元（+54.61%）主要体现的即为整体利润受到汇兑损益影响。,pdf/2024-12-12/email_1a4ba33c-303e-5cf4-9c48-849c45434985.md
人福医药控股股东破产重组的最新进展如何？,截至2024年10月22日，人福医药控股股东破产重组进展稳步推进，目前已有6家投资人（3家央企+3家地方国企）通过形式审查，后续将开展尽职调查及重整投资方案申报。,控股股东破产重组进展稳步推进。10月22日，公司披露控股股东破产重组进展，目前已有6家投资人（3家央企+3家地方国企）通过形式审查，后续，合格报名重整投资人将开展尽职调查工作并提交重整投资方案。,pdf/2024-12-12/email_1a4ba33c-303e-5cf4-9c48-849c45434985.md
润泽科技未来智算中心的规划建设规模与交付时间如何？,润泽科技廊坊B区、平湖B区规划全部建成智算中心，共计约600MW。廊坊B区规划3栋楼全部建设为液冷智算中心，计划2栋200MW，单栋100MW，其中单栋200MW可承载13万张卡以上算力集群，预计于2025年交付投运。平湖B区新一代智算中心项目规划单栋楼100MWIT容量，预计2025年起交付。,润泽科技：廊坊B区、平湖B区规划全部建成智算中心，共计约600MW…计划2栋200MW，单栋100MW…预计于25年交付投运…平湖B区新一代智算中心…预计25年起交付。,pdf/2024-12-12/email_58b7b6c4-f856-5e35-8d86-50081e70a969.md
2024年东方盛虹的归属母公司净利润预计是多少？,预计公司2024年归母净利润为-13.4亿元。,盈利预测与估值：预计公司2024、2025、2026年归母净利润分别为-13.4/13.0/22.4亿元，EPS分别为-0.2元，0.2元、0.3元；对应PE分别为-50X、51X和30X。,pdf/2024-12-12/email_4bd92b98-ead2-5fc8-a08a-493a840eb979.md
东方盛虹控股股东及其一致行动人计划在2024年公告后6个月内增持多少公司A股股份？,盛虹科技及其一致行动人盛虹石化、盛虹苏州，计划自公告披露日起6个月内增持公司A股股份合计金额不低于人民币20亿元，不超过人民币40亿元。,公司公告称控股股东盛虹科技及其一致行动人盛虹石化、盛虹苏州，计划自公告披露日起6个月内，通过深圳证券交易所以集中竞价交易方式增持公司A股股份，本次合计增持金额不低于人民币20亿元，不超过人民币40亿元，彰显长期信心。,pdf/2024-12-12/email_4bd92b98-ead2-5fc8-a08a-493a840eb979.md
2025年宁德时代第二代钠离子电池的主要性能提升体现在哪些方面？,宁德时代第二代钠电池在更高的能量密度、耐低温性能和安全性能等多项关键性能参数上实现了显著提升。第二代钠电池能量密度目标已提升至200Wh/kg以上，能够在-40℃的严寒环境中正常放电，且安全性能进一步提升。,宁德时代于2021年发布的第一代钠电池...与第一代钠离子电池相比，第二代产品在多项关键性能参数上实现了显著提升。其中包括更高的能量密度、 更好的耐低温性能和更高的安全性能。从落地情况来看，搭载宁德时代钠电池的奇瑞车型已上市销售。,pdf/2024-12-12/email_bdfda6d4-26ae-5897-9b67-ed8deb6d5cb9.md
东方电缆近期在海风主缆项目上累计获得了多少订单？,东方电缆已经获得约40亿元订单，包括三峡阳江青洲五、七土500kV柔性直流海底电缆（约15.14亿元）、帆石一主缆500KV（17.08亿元）、嵊泗主缆220kV（5.48亿元）、华润连江阵列缆66kV（2.16亿元）等项目。,11/21，东方电缆公告中标三峡阳江青洲五、七土500kV柔性直流海底电缆，中标金额约15.14亿元。叠加此前帆石一主缆500KV的17.08亿元、嵊泗主缆220kV约5.48亿元、华润连江阵列缆66kV约2.16亿元，总计已经获得约40亿元订单。,pdf/2024-12-12/email_bdfda6d4-26ae-5897-9b67-ed8deb6d5cb9.md
2024年迈为股份的HJT设备市场市占率是多少？,2023年国内市场招标量55GW，迈为股份中标量达39GW，市占率71%。,2023年国内市场招标量55GW，迈为股份中标量达39GW，市占率71%。未来我们认为随着TOPCon扩产大幅下滑影响公司丝网印刷新签订单，HJT扩产为关键。,pdf/2024-12-12/email_7d2cf1f6-261a-5b3e-95fb-25412bfa9398.md
截至2024年第三季度，奥特维的海外收入占比为多少？,2024H1的海外收入占比仅为16%。,未来中国光伏设备商海外收入占比提升空间较多。从中国四大光伏设备商的海外收入占比来看，目前奥特维和迈为股份的出海步伐相对较快，但2024H1的海外收入占比仅为16%和7%...,pdf/2024-12-12/email_7d2cf1f6-261a-5b3e-95fb-25412bfa9398.md
2024年晶盛机电的市值和2023年市盈率（PE）分别是多少？,截至2024年11月18日收盘，晶盛机电市值为472.87亿元，2023年PE为10。,300316.SZ 晶盛机电 472.87（亿元） PE 2023A 10,pdf/2024-12-12/email_7d2cf1f6-261a-5b3e-95fb-25412bfa9398.md
截至2024年9月30日，奥特维的在手订单和新签订单分别为多少？同比增减幅如何？,截至2024年9月30日，奥特维新签订单为87.07亿元，其中7-9月新签订单24.22亿元；在手订单为134.34亿元。与2023年1-9月相比，新签订单同比下降3.17%，在手订单同比增长16.99%。,根据公司公告，截至2024年9月30日，公司新签订单87.07亿元，其中7-9月新签订单24.22亿元。截至2024年9月30日，公司在手订单134.34亿元。与2023年1-9月相比，新签订单同比下降3.17%，在手订单同比增长16.99%。,pdf/2024-12-12/email_5cedf295-eea2-547f-b0de-fe6128d11916.md
奥特维2024年前三季度的销售毛利率和净利率分别是多少？对应的同比变动是多少？,2024年前三季度，奥特维销售毛利率约为33.14%，同比下降3.57个百分点；净利率约为17.95%，同比下降2.25个百分点。,2024年前三季度公司销售毛利率约为33.14%，同比约-3.57pct；净利率约为17.95%，同比-2.25pct，随着未来半导体与OBB设备放量，盈利能力有望获得改善。,pdf/2024-12-12/email_5cedf295-eea2-547f-b0de-fe6128d11916.md
奥特维2024年预计净利润和市盈率分别为多少？,预计奥特维2024年净利润为16.61亿元，对应的市盈率（PE）为9倍。,投资评级：预计公司2024-2026年净利润分别为16.61亿，18.75亿和20.98亿，对应PE分别为9x、8x、7x...,pdf/2024-12-12/email_5cedf295-eea2-547f-b0de-fe6128d11916.md
2023年中国神华的分红比例及行业排名如何？,中国神华2023年分红比例为75%，2021-2023年平均分红率为83%，在煤炭上市公司中排名第二位。公司规定2022-2024年现金分红比例不低于当年归母净利润的60%。,中国神华资产负债率保持在较低水平，2024Q3的资产负债率为24%，在煤炭为主业的上市公司中处于最低的水平；2021-2023分红率分别为100%、73%和75%，平均分红率为83%，处于煤炭上市公司第二，公司规定2022-2024年现金分红比例不低于当年归母净利润的60%。,pdf/2024-12-12/email_bbc60761-f415-5a15-8df2-84f6aa67715e.md
中国神华2024-2026年归母净利润和每股收益（EPS）预测是多少？,中国神华2024-2026年归母净利润分别为583.8亿元、608.3亿元、638.1亿元，折合EPS为2.94元、3.06元、3.21元。,我们预计公司2024-2026年归母净利润为583.8亿元、608.3亿元、638.1亿元，折合EPS为2.94元、3.06元、3.21元。,pdf/2024-12-12/email_bbc60761-f415-5a15-8df2-84f6aa67715e.md
截至2024年第三季度，中国神华的控股股东及持股比例是多少？,截至2024年Q3，国家能源集团持股69.52%，公司实控人为国务院国资委。,截至2024年Q3，国家能源集团持股69.52%，公司实控人为国务院国资委。,pdf/2024-12-12/email_bbc60761-f415-5a15-8df2-84f6aa67715e.md
梅花生物2024年第四季度主要氨基酸产品的盈利情况预计如何？,梅花生物2024年第四季度主要氨基酸产品盈利能力显著改善，其中98.5%赖氨酸和苏氨酸的价格和价差分别同比、环比上升，预计业绩有望实现大幅改善，创年内新高。,24Q4公司味精产品价格持续承压，赖氨酸、苏氨酸价格上调，价差同环比扩大，单季度业绩有望创年内新高。...在主要氨基酸产品盈利的显著改善下，我们预计业绩有望实现大幅改善，创年内新高。,pdf/2024-12-12/email_d6b93ebd-bf8e-52e2-80c0-bd1614643040.md
梅花生物计划收购的协和发酵相关业务的资产和财务状况如何？,梅花生物拟以105亿日元收购协和发酵旗下的食品氨基酸、医药氨基酸及母乳低聚糖业务及资产，截止2024年6月底，交易标的总资产434.99亿日元，净资产-4.78亿日元，2024年上半年营业收入84.93亿日元，息税折旧摊销前利润-25.54亿日元。交割前麒麟控股和协和发酵承诺完成借款清偿，交割时净资产将回正并接近总资产水平。,公司发布公告：拟以105亿日元（以2024年11月24日汇率折合人民币约5亿元左右）收购麒麟控股...全资子公司协和发酵株式会社旗下...业务及资产。...截止2024年6月底交易标的总资产434.99亿日元，净资产-4.78亿日元，2024年上半年营业收入84.93亿日元，息税折旧摊销前利润-25.54亿日元。依据交易协议约定，麒麟控股和协和发酵承诺在交割前完成借款清偿，所以交割时标的净资产将回正并接近总资产水平。,pdf/2024-12-12/email_d6b93ebd-bf8e-52e2-80c0-bd1614643040.md
梅花生物2024-2026年的归母净利润预测及市盈率分别是多少？,梅花生物2024-2026年归母净利润预测为28.22、31.18、35.12亿元（新业绩预测暂未考虑此次收购），当前市值对应PE分别为11、10、9X。,投资分析意见：氨基酸价格回暖，价差扩大，上调公司2024-2026年归母净利润预测为28.22、31.18、35.12亿元（原值为26.64、30.13、34.83亿，新业绩预测暂未考虑此次收购），当前市值对应PE分别为11、10、9X，维持“增持”评级。,pdf/2024-12-12/email_d6b93ebd-bf8e-52e2-80c0-bd1614643040.md
明阳智能2024年前三季度各主营业务的营收占比及毛利率表现如何？,2024年前三季度，明阳智能风机及配件、电站产品销售、风电场发电占比分别为77.18%、10.64%、6.70%，毛利率分别为8.01%、44.56%、59.19%。,2024年前三季度，公司风机及配件、电站产品销售、风电场发电占比分别为77.18%/10.64%/6.70%，毛利率分别为8.01%/44.56%/59.19%，同比变化-2.67pct/+11.95pct/-2.14pct。,pdf/2024-12-12/email_73307f27-d72e-5815-ab58-6d2598df7355.md
明阳智能2024年前三季度的营收和归母净利润同比变动情况如何？,2024年前三季度，明阳智能营收为202.37亿元，同比-4.14%；归母净利润为8.09亿元，同比-34.58%。,2024年前三季度，公司营收202.37亿元，同比-4.14%；归母净利润8.09亿元，同比-34.58%。,pdf/2024-12-12/email_73307f27-d72e-5815-ab58-6d2598df7355.md
截至2024年6月底，明阳智能全球化业务的已实现及潜在海外订单容量规模是多少？,截至2024年6月底，明阳智能全球化业务已经实现及潜在订单容量超过2GW。,截止2024年6月底，公司全球化业务已经实现及潜在订单容量超过2GW；陆风方面，公司在今年成功进入美洲市场，先后在巴西获得两笔订单；海风方面，10月8日，公司与国际开发商Renexia已正式签署2.8GW的MedWind项目的前端工程设计合同。,pdf/2024-12-12/email_73307f27-d72e-5815-ab58-6d2598df7355.md
华利集团2024至2026年的收入和归母净利润预测值分别是多少？,综合估计华利集团2024~2026年收入分别为240.0/275.7/314.9亿元，归母净利润分别为39.0/45.3/52.2亿元。,我们维持盈利预测：综合估计公司2024~2026年收入分别为240.0/275.7/314.9亿元...预计2024~2026年归母净利润分别为39.0/45.3/52.2亿元...,pdf/2024-12-12/email_7974c339-92ca-59fd-85a4-c21c952e8dd0.md
华利集团目前在哪些国家进行产能扩张，新工厂布局如何？,华利集团在越南、印尼新建工厂，增强国际化基地布局。,产能：未来预计加速扩张，在越南、印尼新建工厂，增强国际化基地布局。,pdf/2024-12-12/email_7974c339-92ca-59fd-85a4-c21c952e8dd0.md
